# Wyniki obliczenia calki z wielomianu  6.000000 x^3 +4.000000 x^2 +2.000000 x^1 +3.400000 
# W granicach [1.000000 ; 100.000000] 


 # Proby			Wartosc
5437			151975609.494527
10874			149882873.436061
16311			149473798.172588
21748			149840431.064506
27185			150047167.667032
32622			150521118.956350
38059			150273915.479678
43496			150482139.529962
48933			150416267.912078
54370			150784056.848608
59807			150485206.651814
65244			151021229.952258
70681			151094826.451882
76118			151277042.799327
81555			151158846.297845
86992			151081877.823890
92429			151244563.058346
97866			151323142.850177
103303			151574323.822216
108740			151574610.599996
114177			151539889.933478
119614			151412523.255329
125051			151414450.573904
130488			151248838.857469
135925			151170863.082653
141362			151198405.513306
146799			151140959.365603
152236			151190483.406561
157673			151133861.073880
163110			151132958.391831
168547			151095651.851968
173984			151111396.125040
179421			151099715.457099
184858			151154680.090961
190295			151130953.111921
195732			151007060.628556
201169			151088671.896830
206606			151078731.423927
212043			151028628.937966
217480			151027216.429140
222917			151116837.761902
228354			151135992.354103
233791			151210342.605546
239228			151123171.687534
244665			151055348.121204
250102			151024373.669132
255539			151126715.386038
260976			151236306.620247
266413			151244167.922226
271850			151248750.434840
277287			151288068.663826
282724			151301972.034631
288161			151268872.354477
293598			151218693.042776
299035			151202007.024473
304472			151283522.960943
309909			151274290.023360
315346			151283098.625449
320783			151348005.301411
326220			151371619.713403
331657			151349582.571281
337094			151378681.985866
342531			151419939.601058
347968			151404171.800134
353405			151454174.089771
358842			151403572.371066
364279			151456290.210299
369716			151471141.238055
375153			151429070.409961
380590			151413813.928518
386027			151393182.716715
391464			151392503.014939
396901			151400101.185155
402338			151379655.339360
407775			151365139.179099
413212			151370398.654537
418649			151287861.835479
424086			151294779.987272
429523			151287902.444727
434960			151334740.954741
440397			151333894.952417
445834			151317826.984908
451271			151313634.653093
456708			151306634.586016
462145			151301422.794470
467582			151310986.713643
473019			151311240.148425
478456			151350334.073214
483893			151345423.836406
489330			151329430.162232
494767			151339672.524493
500204			151346976.129944
505641			151352135.459083
511078			151361191.557262
516515			151351440.291434
521952			151366911.759914
527389			151304796.100131
532826			151298683.877958
538263			151299430.891819
543700			151331396.798256
543788			151331467.438106
